,nLastTradedPrice
2919,1207.05803168
2920,1207.06135758
2921,1207.06164538
2922,1207.06165248
2923,1207.06171761
2924,1207.06170831
2925,1207.06171758
2926,1207.06135758
2927,1207.06139505
2928,1207.06139505
2929,1207.06139505
2930,1207.06140439
2931,1207.06140439
2932,1207.06140439
2933,1207.06140439
2934,1207.06168045
2935,1207.06067283
2936,1207.05847232
2937,1207.05897534
2938,1207.05898468
2939,1207.04130602
2940,1207.03278942
2941,1207.02861908
2942,1207.02861908
2943,1207.02883081
2944,1207.02097919
2945,1207.02102381
2946,1207.02121741
2947,1207.02078935
2948,1207.02078935
2949,1207.02124348
2950,1207.01821473
2951,1207.01821811
2952,1207.00525222
2953,1207.00019472
2954,1206.99487519
2955,1206.99465304
2956,1206.9953111
2957,1206.99375489
2958,1206.99349759
2959,1207.00529414
2960,1207.00529414
2961,1206.9981312
2962,1206.9981312
2963,1206.97655596
2964,1206.97640704
2965,1206.97644277
2966,1206.97627978
2967,1206.97627978
2968,1206.97627978
2969,1206.97487192
2970,1206.99068966
2971,1206.97334719
2972,1206.97335125
2973,1206.97169051
2974,1206.97169051
2975,1206.97161141
2976,1206.97161141
2977,1206.97168175
2978,1206.97168175
2979,1206.97169051
2980,1206.97169051
2981,1206.97169051
2982,1206.97169051
2983,1206.98951711
2984,1206.98727112
2985,1206.98922764
2986,1206.98795825
2987,1206.98783358
2988,1206.98784634
2989,1206.98783708
2990,1206.98783708
2991,1206.98791088
2992,1206.9879665
2993,1206.98795557
2994,1206.99906173
2995,1206.99805214
2996,1206.97815726
2997,1206.97805603
2998,1206.97810023
2999,1206.97812657
3000,1206.99819106
3001,1206.99711056
3002,1206.98241721
3003,1206.9789457
3004,1206.9789457
3005,1206.98085699
3006,1206.97397362
3007,1206.97397362
3008,1206.97513961
3009,1206.97521017
3010,1206.97522772
3011,1206.95994155
3012,1206.95994155
3013,1206.9718598
3014,1206.96977219
3015,1206.9664609
3016,1206.96650649
3017,1206.94875547
3018,1206.94879369
3019,1206.94965162
3020,1206.94965162
3021,1206.94965162
3022,1206.94965162
3023,1206.95643646
3024,1206.95777717
3025,1206.95607186
3026,1206.95868614
3027,1206.95852572
3028,1206.9589487
3029,1206.95911967
3030,1206.9676086
3031,1206.9676086
3032,1206.96757406
3033,1206.96659134
3034,1207.01684852
3035,1207.00345266
3036,1207.00728122
3037,1207.00365771
3038,1207.0090646
3039,1207.00375109
3040,1207.00379275
3041,1207.00540673
3042,1206.98256854
3043,1207.00201505
3044,1207.00531772
3045,1206.99636718
3046,1206.99636718
3047,1206.9832111
3048,1206.9832111
3049,1206.98322284
3050,1206.97978532
3051,1206.98332402
3052,1206.9808817
3053,1206.98041451
3054,1206.98041451
3055,1206.98041451
3056,1206.97594783
3057,1206.97573435
3058,1206.97576026
3059,1206.97534508
3060,1207.01117069
3061,1206.99559845
3062,1206.99518257
3063,1207.01955959
3064,1207.01771816
3065,1207.03069158
3066,1207.01844575
3067,1207.01844575
3068,1207.01968026
3069,1207.01968026
3070,1207.01927836
3071,1207.01757186
3072,1207.0161766
3073,1206.99798
3074,1206.9997304
3075,1206.9961913
3076,1206.9961913
3077,1206.98896856
3078,1206.99441195
3079,1206.9853614
3080,1206.99258357
3081,1206.98489071
3082,1206.99023221
3083,1206.99023221
3084,1206.99023221
3085,1206.98994924
3086,1206.98786933
3087,1206.98143682
3088,1206.97990615
3089,1206.97947589
3090,1206.97924513
3091,1206.97925424
3092,1206.97405261
3093,1206.9747273
3094,1206.9747273
3095,1206.9534392
3096,1206.9728048
3097,1206.97289452
3098,1206.96467488
3099,1206.96480584
3100,1206.96483969
3101,1206.96483969
3102,1206.96494376
3103,1206.96494376
3104,1206.97313419
3105,1206.96423599
3106,1206.96413982
3107,1206.96431337
3108,1206.96441155
3109,1206.9728632
3110,1206.99788667
3111,1206.97248474
3112,1206.97944193
3113,1206.97285107
3114,1206.97958778
3115,1206.97275313
3116,1206.97294553
3117,1206.97278843
3118,1206.97290522
3119,1206.97303454
3120,1206.97305744
3121,1206.97307583
3122,1206.97286272
3123,1206.97283575
3124,1206.97312447
3125,1206.97312447
3126,1206.97313111
3127,1206.97316103
3128,1206.97316103
3129,1206.97316103
3130,1206.97315375
3131,1206.97315375
3132,1206.97315375
3133,1206.99662701
3134,1206.99662701
3135,1206.99662701
3136,1206.9966628
3137,1206.9966628
3138,1206.9966628
3139,1206.99664492
3140,1206.99665134
3141,1206.99670491
3142,1206.99670491
3143,1206.99670491
3144,1206.99669388
3145,1206.99669388
3146,1206.99669388
3147,1207.00145169
3148,1207.00144238
3149,1207.00141518
3150,1207.00140585
3151,1207.00140585
3152,1207.00140585
3153,1207.00141518
3154,1207.00141518
3155,1207.00141518
3156,1207.00322232
3157,1207.00322232
3158,1207.01424176
3159,1207.003111
3160,1207.01689911
3161,1207.01689911
3162,1207.01689911
3163,1207.01552581
3164,1207.0461078
3165,1207.04384487
3166,1207.0345727
3167,1207.0425783
3168,1207.03496317
3169,1207.03224172
3170,1207.03481741
3171,1207.01688191
3172,1207.01688191
3173,1207.01688949
3174,1207.01687233
3175,1207.01700633
3176,1207.01507694
3177,1207.01520803
3178,1207.01468893
3179,1207.01490216
3180,1207.014966
3181,1207.01639864
3182,1207.01643496
3183,1207.01643496
3184,1207.0164321
3185,1207.016212
3186,1207.01601679
3187,1207.01535232
3188,1207.01535232
3189,1207.0153973
3190,1207.01540189
3191,1207.01514943
3192,1207.0164898
3193,1207.0164898
3194,1207.02480496
3195,1207.02481466
3196,1207.02476773
3197,1207.02477713
3198,1207.02477713
3199,1207.02476773
3200,1207.02476773
3201,1207.02483887
3202,1207.02485251
3203,1207.02487077
3204,1207.02484573
3205,1207.0248549
3206,1207.0248549
3207,1207.0248549
3208,1207.03827268
3209,1207.04055919
3210,1207.04202064
3211,1207.0418749
3212,1207.04274532
3213,1207.04274532
3214,1207.04285438
3215,1207.06321174
3216,1207.04287152
3217,1207.04287152
3218,1207.04276405
3219,1207.03971233
3220,1207.04276405
3221,1207.04164825
3222,1207.04280139
3223,1207.04109632
3224,1207.03961875
3225,1207.01267356
3226,1207.01270743
3227,1207.03444821
3228,1207.01222296
3229,1207.01222296
3230,1207.01222296
3231,1207.01226552
3232,1207.01226552
3233,1207.03037465
3234,1207.02879486
3235,1207.02879486
3236,1207.02879486
3237,1207.02879486
3238,1207.02879486
3239,1207.02879486
3240,1207.02879486
3241,1207.02900681
3242,1207.02809057
3243,1207.02809057
3244,1207.02809975
3245,1207.02809975
3246,1207.02811883
3247,1207.02788671
3248,1207.02788671
3249,1207.02788671
3250,1207.02788671
3251,1207.02788671
3252,1207.02796161
3253,1207.01231664
3254,1207.01231664
3255,1207.01208924
3256,1207.02872354
3257,1207.0255877
3258,1207.02769023
3259,1207.02771345
3260,1207.02773116
3261,1207.02813681
3262,1207.0281717
3263,1207.0292628
3264,1207.04012879
3265,1207.04011974
3266,1207.04011974
3267,1207.04016579
3268,1207.04017487
3269,1207.04014758
3270,1207.04014758
3271,1207.04015071
3272,1207.04016907
3273,1207.04042293
3274,1207.04042293
3275,1207.04717831
3276,1207.04736917
3277,1207.049242
3278,1207.049242
3279,1207.049242
3280,1207.04951087
3281,1207.04952841
3282,1207.05659204
3283,1207.05661187
3284,1207.0616364
3285,1207.06161181
3286,1207.05867787
3287,1207.05872236
3288,1207.0559051
3289,1207.05595455
3290,1207.05600367
3291,1207.05605334
3292,1207.05607675
3293,1207.04875819
3294,1207.0453666
3295,1207.04597246
3296,1207.04589899
3297,1207.0459169
3298,1207.04427477
3299,1207.04427477
3300,1207.04434369
3301,1207.04450826
3302,1207.04761871
3303,1207.04754753
3304,1207.04447556
3305,1207.04447556
3306,1207.04522275
3307,1207.04522275
3308,1207.04523097
3309,1207.04528239
3310,1207.04528239
3311,1207.04506601
3312,1207.04480795
3313,1207.04495488
3314,1207.04496391
3315,1207.04497292
3316,1207.04497292
3317,1207.04497292
3318,1207.04445274
3319,1207.04448007
3320,1207.04447097
3321,1207.04447097
3322,1207.04447097
3323,1207.04446521
3324,1207.04436448
3325,1207.04262257
3326,1207.0425669
3327,1207.0425669
3328,1207.06216086
3329,1207.06220263
3330,1207.06225245
3331,1207.06268989
3332,1207.06268989
3333,1207.06268989
3334,1207.06268989
3335,1207.06268989
3336,1207.06268989
3337,1207.06268623
3338,1207.05176473
3339,1207.05185319
3340,1207.04757177
3341,1207.04757177
3342,1207.04762807
3343,1207.04825721
3344,1207.0481094
3345,1207.05875419
3346,1207.05875419
3347,1207.06377033
3348,1207.06158538
3349,1207.06158538
3350,1207.05853973
3351,1207.05853973
3352,1207.06043986
3353,1207.06050832
3354,1207.05835093
3355,1207.05847754
3356,1207.06873605
3357,1207.06026855
3358,1207.06026855
3359,1207.0583345
3360,1207.05834362
3361,1207.0580472
3362,1207.06172604
3363,1207.06172604
3364,1207.06176248
3365,1207.06208833
3366,1207.06208833
3367,1207.06208833
3368,1207.0481588
3369,1207.06335946
3370,1207.06336855
3371,1207.06302436
3372,1207.06304315
3373,1207.0630329
3374,1207.06304229
3375,1207.06304229
3376,1207.0630329
3377,1207.0630329
3378,1207.0630329
3379,1207.0630329
3380,1207.06299526
3381,1207.06299526
3382,1207.06299526
3383,1207.06300468
3384,1207.06305264
3385,1207.06306204
3386,1207.06294253
3387,1207.06057701
3388,1207.06057701
3389,1207.06023017
3390,1207.06023938
3391,1207.06023938
3392,1207.06023938
3393,1207.0605096
3394,1207.06400937
3395,1207.06252395
3396,1207.06221451
3397,1207.06031682
3398,1207.06031682
3399,1207.06031682
3400,1207.05862111
3401,1207.05865871
3402,1207.05865871
3403,1207.05872417
3404,1207.05872417
3405,1207.0569254
3406,1207.0569911
3407,1207.0569911
3408,1207.0569911
3409,1207.04871934
3410,1207.04883468
3411,1207.04872827
3412,1207.04872827
3413,1207.04872827
3414,1207.04872827
3415,1207.04872827
3416,1207.05996541
3417,1207.05996541
3418,1207.06388982
3419,1207.0638864
3420,1207.06025492
3421,1207.06025492
3422,1207.05998832
3423,1207.05998832
3424,1207.06672522
3425,1207.06679624
3426,1207.06686429
3427,1207.06695209
3428,1207.0669075
3429,1207.06655456
3430,1207.06655456
3431,1207.06655456
3432,1207.06662185
3433,1207.06732873
3434,1207.06732873
3435,1207.06734397
3436,1207.06519019
3437,1207.06526231
3438,1207.06526231
3439,1207.06550778
3440,1207.06550778
3441,1207.06559381
3442,1207.06559381
3443,1207.06559381
3444,1207.06559381
3445,1207.06553591
3446,1207.06556471
3447,1207.06556471
3448,1207.06556471
3449,1207.06573684
3450,1207.06573684
3451,1207.06576196
3452,1207.06401556
3453,1207.06401556
3454,1207.06401556
3455,1207.06404539
3456,1207.06211695
3457,1207.0731548
3458,1207.07314662
3459,1207.07315594
3460,1207.07307172
3461,1207.07307172
3462,1207.08577233
3463,1207.08573976
3464,1207.08563419
3465,1207.08866895
3466,1207.08866895
3467,1207.08866895
3468,1207.08870399
3469,1207.08870399
3470,1207.08675947
3471,1207.08681289
3472,1207.08681289
3473,1207.08499205
3474,1207.08499266
3475,1207.08499266
3476,1207.08506081
3477,1207.08510269
3478,1207.08571176
3479,1207.08515605
3480,1207.08518163
3481,1207.08518163
3482,1207.08384333
3483,1207.08385236
3484,1207.08385236
3485,1207.08072572
3486,1207.08076042
3487,1207.08076042
3488,1207.08084653
3489,1207.08014149
3490,1207.05679539
3491,1207.05678424
3492,1207.05540727
3493,1207.05540727
3494,1207.054766
3495,1207.05477283
3496,1207.05477283
3497,1207.05477283
3498,1207.0547861
3499,1207.0547861
3500,1207.05423358
3501,1207.0532506
3502,1207.05322353
3503,1207.05322404
3504,1207.05322404
3505,1207.05149785
3506,1207.05149785
3507,1207.05150416
3508,1207.05145402
3509,1207.05145402
3510,1207.05146328
3511,1207.05149101
3512,1207.05149101
3513,1207.05994158
3514,1207.0599607
3515,1207.05996469
3516,1207.05445373
3517,1207.05450857
3518,1207.05450857
3519,1207.05996469
3520,1207.05996469
3521,1207.05993841
3522,1207.07891953
3523,1207.05993269
3524,1207.05993269
3525,1207.05993269
3526,1207.05993269
3527,1207.05993269
3528,1207.05993269
3529,1207.07722384
3530,1207.05990206
3531,1207.05990206
3532,1207.05311937
3533,1207.05992994
3534,1207.05987151
3535,1207.05886662
3536,1207.05886662
3537,1207.05874099
3538,1207.05674275
3539,1207.0567304
3540,1207.0564546
3541,1207.0564546
3542,1207.0564546
3543,1207.0564546
3544,1207.0564546
3545,1207.05645588
3546,1207.05644655
3547,1207.05861558
3548,1207.05814784
3549,1207.05814784
3550,1207.05868732
3551,1207.05869666
3552,1207.05869666
3553,1207.05869666
3554,1207.05869666
3555,1207.05325792
3556,1207.05156217
3557,1207.05169972
3558,1207.05170882
3559,1207.05120369
3560,1207.05124892
3561,1207.05124943
3562,1207.05111269
3563,1207.04634172
3564,1207.04634172
3565,1207.04635109
3566,1207.04652458
3567,1207.0465511
3568,1207.04547001
3569,1207.04547001
3570,1207.04385696
3571,1207.03510941
3572,1207.03490565
3573,1207.03501946
3574,1207.03496317
3575,1207.03496317
3576,1207.03496317
3577,1207.03503815
3578,1207.03517459
3579,1207.03527203
3580,1207.03551281
3581,1207.03551281
3582,1207.03371289
3583,1207.03371289
3584,1207.03371289
3585,1207.03376851
3586,1207.03376851
3587,1207.03376851
3588,1207.03375
3589,1207.03371
3590,1207.03218879
3591,1207.03186563
3592,1207.031875
3593,1207.03195182
3594,1207.03195182
3595,1207.03195182
3596,1207.03215476
3597,1207.05472387
3598,1207.05085822
3599,1207.05086737
3600,1207.05086737
3601,1207.05093669
3602,1207.05093669
3603,1207.05093669
3604,1207.03548524
3605,1207.03548524
3606,1207.03554956
3607,1207.03555871
3608,1207.02343071
3609,1207.02352865
3610,1207.02360296
3611,1207.02281969
3612,1207.02281969
3613,1207.02280811
3614,1207.02285766
3615,1207.02285766
3616,1207.02282466
3617,1207.03578106
3618,1207.03578106
3619,1207.03578981
3620,1207.03578981
3621,1207.03594566
3622,1207.03594566
3623,1207.03594566
3624,1207.03594566
3625,1207.03594566
3626,1207.03594566
3627,1207.03594566
3628,1207.03594566
3629,1207.03577231
3630,1207.03577231
3631,1207.03577231
3632,1207.03577231
3633,1207.03577866
3634,1207.0359666
3635,1207.0359666
3636,1207.0359666
3637,1207.0359666
3638,1207.03425246
3639,1207.03414699
3640,1207.03371089
3641,1207.03371967
3642,1207.03371967
3643,1207.03363144
3644,1207.03363144
3645,1207.03363144
3646,1207.0336933
3647,1207.0336933
3648,1207.0336933
3649,1207.0336933
3650,1207.0336933
3651,1207.0336933
3652,1207.0337366
3653,1207.03374544
3654,1207.03374544
3655,1207.0319698
3656,1207.03200541
3657,1207.03200541
3658,1207.03084206
3659,1207.02997598
3660,1207.02997598
3661,1207.02998512
3662,1207.02998512
3663,1207.03001511
3664,1207.03000627
3665,1207.03000627
3666,1207.03000627
3667,1207.0300083
3668,1207.0300083
3669,1207.02989037
3670,1207.03035846
3671,1207.03035846
3672,1207.03035846
3673,1207.03035846
3674,1207.02867194
3675,1207.02870886
3676,1207.02870886
3677,1207.02686455
3678,1207.05483131
3679,1207.05439126
3680,1207.05439126
3681,1207.05440218
3682,1207.05441931
3683,1207.05441931
3684,1207.05441931
3685,1207.05525812
3686,1207.05529367
3687,1207.05530254
3688,1207.05530254
3689,1207.05530254
3690,1207.05530254
3691,1207.05525623
3692,1207.05531814
3693,1207.05531814
3694,1207.05532694
3695,1207.05532694
3696,1207.05302105
3697,1207.05305863
3698,1207.05316176
3699,1207.05316176
3700,1207.05072301
3701,1207.0508463
3702,1207.04867218
3703,1207.04822698
3704,1207.04827498
3705,1207.04832806
3706,1207.04841582
3707,1207.04842455
3708,1207.04901597
3709,1207.04842455
3710,1207.04842455
3711,1207.04848157
3712,1207.04511758
3713,1207.04517867
3714,1207.04518736
3715,1207.04320915
3716,1207.04324632
3717,1207.04324632
3718,1207.04324632
3719,1207.04324632
3720,1207.04328789
3721,1207.04328789
3722,1207.04328789
3723,1207.04328789
3724,1207.04328789
3725,1207.04156486
3726,1207.04137107
3727,1207.04137107
3728,1207.03967533
3729,1207.03970304
3730,1207.0396984
3731,1207.03907463
3732,1207.03907463
3733,1207.03907463
3734,1207.0391701
3735,1207.0391701
3736,1207.03937027
3737,1207.03952778
3738,1207.03952778
3739,1207.03952778
3740,1207.0418622
3741,1207.0418622
3742,1207.0415455
3743,1207.04153622
3744,1207.04153622
3745,1207.05500077
3746,1207.05500077
3747,1207.05500077
3748,1207.05515797
3749,1207.05517575
3750,1207.05517575
3751,1207.05517575
3752,1207.05517575
3753,1207.05489764
3754,1207.05499602
3755,1207.05488532
3756,1207.05488532
3757,1207.05488532
3758,1207.0548946
3759,1207.0548946
3760,1207.0548946
3761,1207.0548946
3762,1207.05310577
3763,1207.05307648
3764,1207.05310528
3765,1207.05310528
3766,1207.05310528
3767,1207.05308857
3768,1207.05308857
3769,1207.05308857
3770,1207.05307168
3771,1207.05307168
3772,1207.05306016
3773,1207.05305079
3774,1207.05305079
3775,1207.05305079
3776,1207.05305079
3777,1207.05311512
3778,1207.05312447
3779,1207.05308448
3780,1207.05308448
3781,1207.05304694
3782,1207.05304694
3783,1207.05304694
3784,1207.05305634
3785,1207.05305634
3786,1207.05305634
3787,1207.05305634
3788,1207.05305634
3789,1207.05322256
3790,1207.05322256
3791,1207.05322256
3792,1207.0582633
3793,1207.05820163
3794,1207.05821106
3795,1207.05821106
3796,1207.05821106
3797,1207.05821106
3798,1207.07332555
3799,1207.07333935
3800,1207.08638795
3801,1207.08639031
3802,1207.08651603
3803,1207.08654968
3804,1207.08597596
3805,1207.08597596
3806,1207.08620884
3807,1207.08623245
3808,1207.07011591
3809,1207.07350726
3810,1207.07011591
3811,1207.07024617
3812,1207.07029349
3813,1207.07068673
3814,1207.07074556
3815,1207.07073672
3816,1207.0856243
3817,1207.0856243
3818,1207.09206935
3819,1207.09206218
3820,1207.0921448
3821,1207.0921448
3822,1207.09046191
3823,1207.09053044
3824,1207.09058267
3825,1207.09020919
3826,1207.090302
3827,1207.0860598
3828,1207.0860598
3829,1207.08629046
3830,1207.08421915
3831,1207.08416418
3832,1207.08416418
3833,1207.08608673
3834,1207.08596036
3835,1207.08560834
3836,1207.0856272
3837,1207.08614337
3838,1207.08667553
3839,1207.08667553
3840,1207.08666325
3841,1207.10521986
3842,1207.10521986
3843,1207.10435649
3844,1207.10525013
3845,1207.10525013
3846,1207.10533399
3847,1207.10535065
3848,1207.10389399
3849,1207.1043293
3850,1207.10431171
3851,1207.10431171
3852,1207.10506237
3853,1207.10510414
3854,1207.10540615
3855,1207.10246511
3856,1207.10204343
3857,1207.10246511
3858,1207.09043763
3859,1207.09045552
3860,1207.0886526
3861,1207.10193735
3862,1207.0886526
3863,1207.0886526
3864,1207.08874626
3865,1207.08877162
3866,1207.08877162
3867,1207.08869595
3868,1207.0886694
3869,1207.08869595
3870,1207.08671831
3871,1207.08673622
3872,1207.08673622
3873,1207.08692052
3874,1207.08845863
3875,1207.08845863
3876,1207.10107339
3877,1207.10013519
3878,1207.10013519
3879,1207.10560763
3880,1207.09970288
3881,1207.10101507
3882,1207.10086287
3883,1207.10086287
3884,1207.10096571
3885,1207.10094709
3886,1207.096982
3887,1207.096982
3888,1207.09721844
3889,1207.09679907
3890,1207.09679907
3891,1207.09679907
3892,1207.09679907
3893,1207.10655132
3894,1207.09695498
3895,1207.09739927
3896,1207.09717097
3897,1207.09721809
3898,1207.09721809
3899,1207.09721809
3900,1207.09747504
3901,1207.08678151
3902,1207.08699733
3903,1207.08714531
3904,1207.08714531
3905,1207.08714531
3906,1207.0871607
3907,1207.0871607
3908,1207.08421811
3909,1207.07807534
3910,1207.07844794
3911,1207.07882497
3912,1207.07882497
3913,1207.07866917
3914,1207.07866917
3915,1207.07878198
3916,1207.07878198
3917,1207.07845355
3918,1207.07862549
3919,1207.0786169
3920,1207.07842639
3921,1207.07842639
3922,1207.07842639
3923,1207.07842639
3924,1207.07842639
3925,1207.07842639
3926,1207.07842639
3927,1207.07843545
3928,1207.07843545
3929,1207.07839006
3930,1207.07834444
3931,1207.07489808
3932,1207.07490728
3933,1207.07491647
3934,1207.07491647
3935,1207.07491647
3936,1207.07491647
3937,1207.07508661
3938,1207.07487442
3939,1207.07505695
3940,1207.07483702
3941,1207.07481827
3942,1207.07721471
3943,1207.09236137
3944,1207.09742311
3945,1207.12466399
3946,1207.12424515
3947,1207.12479352
3948,1207.12479352
3949,1207.11969694
3950,1207.11970608
3951,1207.11970608
3952,1207.09571203
3953,1207.09574435
3954,1207.08654925
3955,1207.0959792
3956,1207.0959792
3957,1207.0959792
3958,1207.08352835
3959,1207.08353751
3960,1207.08343626
3961,1207.08343626
3962,1207.08451399
3963,1207.08451399
3964,1207.08099122
3965,1207.08268698
3966,1207.08284255
3967,1207.08285874
3968,1207.08285874
3969,1207.08285874
3970,1207.08285874
3971,1207.08285874
3972,1207.08285874
3973,1207.08285874
3974,1207.08285874
3975,1207.08191001
3976,1207.08281615
3977,1207.08337524
3978,1207.08617598
3979,1207.08573866
3980,1207.0859607
3981,1207.0859607
3982,1207.08274984
3983,1207.08274984
3984,1207.08279075
3985,1207.08279075
3986,1207.08290529
3987,1207.08290529
3988,1207.08290529
3989,1207.08327776
3990,1207.08327776
3991,1207.08290529
3992,1207.08290529
3993,1207.08245649
3994,1207.08277651
3995,1207.08278482
3996,1207.08278482
3997,1207.08267703
3998,1207.08199426
3999,1207.08199426
4000,1207.08199426
4001,1207.08502535
4002,1207.08502535
4003,1207.08505024
4004,1207.08518161
4005,1207.08518161
4006,1207.08518161
4007,1207.08519787
4008,1207.09472658
4009,1207.09519924
4010,1207.09524169
4011,1207.09528392
4012,1207.0960361
4013,1207.09608471
4014,1207.09608471
4015,1207.09608471
4016,1207.09608471
4017,1207.09608471
4018,1207.09601947
4019,1207.09595933
4020,1207.09561013
4021,1207.09567985
4022,1207.08575358
4023,1207.08575358
4024,1207.08594578
4025,1207.08664298
4026,1207.08664298
4027,1207.0866631
4028,1207.0866631
4029,1207.0866631
4030,1207.0866631
4031,1207.0866631
4032,1207.0866631
4033,1207.08665492
4034,1207.08665492
4035,1207.08665492
4036,1207.0865726
4037,1207.0866221
4038,1207.0866221
4039,1207.0866221
4040,1207.08447833
4041,1207.08450438
4042,1207.08455421
4043,1207.08455421
4044,1207.08467937
4045,1207.08467937
4046,1207.08468825
4047,1207.08468825
4048,1207.08469819
4049,1207.08470707
4050,1207.08471593
4051,1207.08471593
4052,1207.08471593
4053,1207.08456284
4054,1207.08454533
4055,1207.08454533
4056,1207.08455409
4057,1207.07144401
4058,1207.08901382
4059,1207.08887216
4060,1207.08916342
4061,1207.08929929
4062,1207.08959538
4063,1207.0896038
4064,1207.0896038
4065,1207.0896038
4066,1207.08934397
4067,1207.08997884
4068,1207.08999644
4069,1207.08997884
4070,1207.09039264
4071,1207.09039264
4072,1207.090077
4073,1207.08979932
4074,1207.08979932
4075,1207.08983352
4076,1207.09035463
4077,1207.08602224
4078,1207.08588619
4079,1207.08588619
4080,1207.08391234
4081,1207.08391234
4082,1207.08391234
4083,1207.08400599
4084,1207.08400599
4085,1207.08403391
4086,1207.08434456
4087,1207.08436251
4088,1207.08436251
4089,1207.08401531
4090,1207.08400599
4091,1207.08431758
4092,1207.08400599
4093,1207.08400599
4094,1207.08400599
4095,1207.08402461
4096,1207.08229172
4097,1207.08218743
4098,1207.08218743
4099,1207.08218743
4100,1207.08046352
4101,1207.0838736
4102,1207.0838736
4103,1207.07815016
4104,1207.07822028
4105,1207.07822028
4106,1207.07828967
4107,1207.07828967
4108,1207.07828967
4109,1207.08230098
4110,1207.08230098
4111,1207.08258819
4112,1207.09159926
4113,1207.09159926
4114,1207.09140917
4115,1207.09195019
4116,1207.09195019
4117,1207.09196788
4118,1207.09196788
4119,1207.09201472
4120,1207.09201472
4121,1207.09204134
4122,1207.09199398
4123,1207.09200286
4124,1207.09200286
4125,1207.09198427
4126,1207.09201084
4127,1207.09201084
4128,1207.08579869
4129,1207.08581108
4130,1207.08595914
4131,1207.08601199
4132,1207.08601199
4133,1207.08983621
4134,1207.08983621
4135,1207.08983621
4136,1207.08553404
4137,1207.08579455
4138,1207.08580324
4139,1207.08564914
4140,1207.08567516
4141,1207.08582928
4142,1207.08582928
4143,1207.08376925
4144,1207.08377812
4145,1207.08419437
4146,1207.08419437
4147,1207.08420315
4148,1207.09597567
4149,1207.09564746
4150,1207.09647083
4151,1207.09594133
4152,1207.09584155
4153,1207.09584155
4154,1207.09587668
4155,1207.09591824
4156,1207.09591824
4157,1207.09667239
4158,1207.09667239
4159,1207.09339418
4160,1207.0931155
4161,1207.09353043
4162,1207.09377051
4163,1207.09377051
4164,1207.0890406
4165,1207.08904389
4166,1207.08904389
4167,1207.08918703
4168,1207.08918703
4169,1207.08918703
4170,1207.08780512
4171,1207.0878222
4172,1207.0878222
4173,1207.08608389
4174,1207.08612666
4175,1207.08612666
4176,1207.0861437
4177,1207.0861522
4178,1207.0861522
4179,1207.0861522
4180,1207.0861522
4181,1207.0861522
4182,1207.0861522
4183,1207.0861522
4184,1207.0861522
4185,1207.0861522
4186,1207.0861522
4187,1207.08402927
4188,1207.08402927
4189,1207.08402927
4190,1207.08378346
4191,1207.08378763
4192,1207.08378763
4193,1207.08223304
4194,1207.08151643
4195,1207.08186578
4196,1207.0801165
4197,1207.0801165
4198,1207.0801165
4199,1207.0801165
4200,1207.0801165
4201,1207.0801165
4202,1207.0801165
4203,1207.0801165
4204,1207.0801165
4205,1207.0801165
4206,1207.08014343
4207,1207.08014343
4208,1207.07848371
4209,1207.07851164
4210,1207.07851164
4211,1207.07851164
4212,1207.07852054
4213,1207.07852054
4214,1207.07675363
4215,1207.07675363
4216,1207.07675363
4217,1207.07505813
4218,1207.07505813
4219,1207.07505813
4220,1207.07505813
4221,1207.07514351
4222,1207.07514351
4223,1207.07514351
4224,1207.07514351
4225,1207.07514351
4226,1207.07515287
4227,1207.07515287
4228,1207.07353891
4229,1207.07354793
4230,1207.07354793
4231,1207.07348448
4232,1207.07343828
4233,1207.07343828
4234,1207.07168693
4235,1207.07171483
4236,1207.07171483
4237,1207.07157448
4238,1207.08338138
4239,1207.07139132
4240,1207.08592038
4241,1207.08593748
4242,1207.08593748
4243,1207.08593748
4244,1207.08597158
4245,1207.08597158
4246,1207.08597158
4247,1207.08596307
4248,1207.08585159
4249,1207.08586022
4250,1207.08573265
4251,1207.08575072
4252,1207.08575072
4253,1207.08563782
4254,1207.08565583
4255,1207.08592038
4256,1207.08592038
4257,1207.08592038
4258,1207.08591181
4259,1207.08590323
4260,1207.08381254
4261,1207.08381254
4262,1207.08313816
4263,1207.08069567
4264,1207.08048752
4265,1207.08048752
4266,1207.08022056
4267,1207.08022056
4268,1207.08022056
4269,1207.08022056
4270,1207.08022056
4271,1207.08022056
4272,1207.08022056
4273,1207.08022056
4274,1207.08021121
4275,1207.08021121
4276,1207.08021121
4277,1207.08021121
4278,1207.08021121
4279,1207.08021121
4280,1207.07860511
4281,1207.07860511
4282,1207.07860511
4283,1207.07860511
4284,1207.07860511
4285,1207.07685648
4286,1207.07685648
4287,1207.07686586
4288,1207.07686586
4289,1207.07686586
4290,1207.07681996
4291,1207.07657755
4292,1207.07657755
4293,1207.07657755
4294,1207.07654183
4295,1207.07045936
4296,1207.05294609
4297,1207.05297225
4298,1207.05069151
4299,1207.04766726
4300,1207.04520409
4301,1207.045273
4302,1207.04523757
4303,1207.04496726
4304,1207.04326241
4305,1207.04328983
4306,1207.04328983
4307,1207.04328983
4308,1207.04312615
4309,1207.04312615
4310,1207.04312615
4311,1207.04312615
4312,1207.04312615
4313,1207.04312241
4314,1207.04312241
4315,1207.04141733
4316,1207.04141733
4317,1207.04141733
4318,1207.03967466
